,State,ORI,Agg Assault,Arson,Auto Theft,Burglary,Homicide,Larceny,Property Crime,Robbery,Sex Crimes,Violent Crime,Total Crime,Total Person Crime,Total Property Crime
DENVER POLICE DEPARTMENT,CO,CODPD0000,3474,107,5294,3967,67,18027,27288,1205,713,5932,66074,10186,55888
