,State,ORI,Agg Assault,Arson,Auto Theft,Burglary,Homicide,Larceny,Property Crime,Robbery,Sex Crimes,Violent Crime,Total Crime,Total Person Crime,Total Property Crime
CHATTANOOGA POLICE DEPARTMENT,TN,TN0330100,1556,25,1314,1098,33,7694,10106,196,161,2080,24263,3830,20433
