,State,ORI,Agg Assault,Arson,Auto Theft,Burglary,Homicide,Larceny,Property Crime,Robbery,Sex Crimes,Violent Crime,Total Crime,Total Person Crime,Total Property Crime
PORTLAND POLICE BUREAU,OR,OR0260200,2230,252,6432,4200,29,23820,34452,979,368,3879,76641,6506,70135
