,State,ORI,Agg Assault,Arson,Auto Theft,Burglary,Homicide,Larceny,Property Crime,Robbery,Sex Crimes,Violent Crime,Total Crime,Total Person Crime,Total Property Crime
LAS VEGAS METRO POLICE DEPARTMENT,NV,NV0020100,5213,98,7311,10646,84,28240,46197,2118,1439,8854,110200,15590,94610
