,State,ORI,Agg Assault,Arson,Auto Theft,Burglary,Homicide,Larceny,Property Crime,Robbery,Sex Crimes,Violent Crime,Total Crime,Total Person Crime,Total Property Crime
DALLAS POLICE DEPARTMENT,TX,TXDPD0000,6369,144,10257,9210,198,25812,45279,4400,797,12443,114909,19807,95102
