,State,ORI,Agg Assault,Arson,Auto Theft,Burglary,Homicide,Larceny,Property Crime,Robbery,Sex Crimes,Violent Crime,Total Crime,Total Person Crime,Total Property Crime
NEW ORLEANS POLICE DEPARTMENT ,LA,LANPD0000,2608,0,2951,2143,121,15785,20879,1013,774,4516,50790,8019,42771
