,State,ORI,Agg Assault,Arson,Auto Theft,Burglary,Homicide,Larceny,Property Crime,Robbery,Sex Crimes,Violent Crime,Total Crime,Total Person Crime,Total Property Crime
BOSTON POLICE DEPARTMENT,MA,MA0130100,2932,4,920,1703,42,10590,13213,1039,231,4284,34958,7489,27469
